Tags,Package,Name,Verdict,Useful?/Replayable?,Best?,REPL-less?,GUI?,Windowed?,Starts fast?,Runs fast?,Install Cost,Home Cost,Rank,Notes
--------------------,--------------------,BOOKKEEPING,----,----,----,----,----,----,----,----,----,----,----,--------------------
games PrisonPC,jumpnbump,,FAIL,,,,,,,,,,,"See jumpnbump-levels.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py"
games PrisonPC,ufoai-maps,,FAIL,,,,,,,,370,,20345,"See ufoai.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py"
games PrisonPC,ufoai-textures,,FAIL,,,,,,,,330,,23540,"See ufoai.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py"
games PrisonPC,ufoai-music,,FAIL,,,,,,,,210,,181517,"See ufoai.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py"
games PrisonPC,ufoai-sound,,FAIL,,,,,,,,18,,23539,"See ufoai.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py"
games PrisonPC,ufoai-misc,,FAIL,,,,,,,,3,,23538,"See ufoai.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py"
games PrisonPC,openarena-oacmp1,,FAIL,,,,,,,,,,,"See openarena.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py"
games PrisonPC,openarena-081-maps,,FAIL,,,,,,,,39,,12311,"See openarena.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py"
games PrisonPC,openarena-081-misc,,FAIL,,,,,,,,27,,12312,"See openarena.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py"
games PrisonPC,openarena-081-players,,FAIL,,,,,,,,72,,12313,"See openarena.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py"
games PrisonPC,openarena-081-players-mature,,FAIL,,,,,,,,26,,12314,"See openarena.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py"
games PrisonPC,openarena-081-textures,,FAIL,,,,,,,,90,,12315,"See openarena.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py"
games PrisonPC,nexuiz-music,,FAIL,,,,,,,,81,,156242,"See nexuiz.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py"
games PrisonPC,gav-themes,,SKIP,,,,,,,,1,,91874,"See gav.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py"
games PrisonPC,flightgear-data-ai,,SKIP,,,,,,,,280,,14073,"See flightgear.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py"
games PrisonPC,flightgear-data-all,,SKIP,,,,,,,,1900,,14074,"See flightgear.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py"
games PrisonPC,flightgear-data-base,,SKIP,,,,,,,,1400,,89894,"See flightgear.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py"
games PrisonPC,flightgear-data-models,,SKIP,,,,,,,,140,,89895,"See flightgear.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py"
games PrisonPC,flightgear-phi,,SKIP,,,,,,,,3,,89897,"See flightgear.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py"
games PrisonPC,freeciv-client-gtk3,,SKIP,,,,,,,,28,,13131,"See freeciv.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py"
games PrisonPC,freeciv-client-gtk,,FAIL,,,,,,,,28,,19483,"See freeciv.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py"
games PrisonPC,freeciv-client-sdl,,SKIP,,,,,,,,91,,39833,"See freeciv.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py"
games PrisonPC,freeciv-client-qt,,FAIL,,,,,,,,28,,28522,"See freeciv.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py"
games PrisonPC,drascula-french,,FAIL,,,,,,,,69,,86800,"See drascula.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py"
games PrisonPC,drascula-german,,FAIL,,,,,,,,69,,86801,"See drascula.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py"
games PrisonPC,drascula-italian,,FAIL,,,,,,,,81,,86802,"See drascula.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py"
games PrisonPC,drascula-music,,FAIL,,,,,,,,35,,86803,"See drascula.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py"
games PrisonPC,drascula-spanish,,FAIL,,,,,,,,81,,86804,"See drascula.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py"
games PrisonPC,singularity-music,,SKIP,,,,,,,,50,,176703,"See singularity.   This line is here to make the 'todo' disappear in debian-11-install-footprint.py"
games PrisonPC,fretsonfire-songs-muldjord,,SKIP,,,,,,,,28,,91021,"See fretsonfire.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py"
games PrisonPC,fretsonfire-songs-sectoid,,SKIP,,,,,,,,28,,91022,"See fretsonfire.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py"
games PrisonPC,xblast-tnt-levels,,SKIP,,,,,,,,1,,184885,"See xblast-tnt.   This line is here to make the 'todo' disappear in debian-11-install-footprint.py"
games PrisonPC,xblast-tnt-musics,,SKIP,,,,,,,,5,,184887,"See xblast-tnt.   This line is here to make the 'todo' disappear in debian-11-install-footprint.py"
games PrisonPC,xblast-tnt-sounds,,SKIP,,,,,,,,2,,184888,"See xblast-tnt.   This line is here to make the 'todo' disappear in debian-11-install-footprint.py"
games PrisonPC,xblast-tnt-images,,SKIP,,,,,,,,1,,32358,"See xblast-tnt.   This line is here to make the 'todo' disappear in debian-11-install-footprint.py"
games PrisonPC,xblast-tnt-models,,SKIP,,,,,,,,2,,32359,"See xblast-tnt.   This line is here to make the 'todo' disappear in debian-11-install-footprint.py"
games PrisonPC,pysolfc-cardsets,,FAIL,,,,,,,,40,,165883,"See pysolfc.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py"
,warzone2100,,SKIP,,,,,,,,,,,"See prisonpc-warzone2100-addons.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py"
,warzone2100-music,,SKIP,,,,,,,,,,,"See prisonpc-warzone2100-addons.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py"
,wesnoth,,SKIP,,,,,,,,,,,"See prisonpc-wesnoth-addons.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py"
,wesnoth-1.14-core,,SKIP,,,,,,,,,,,"See prisonpc-wesnoth-addons.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py"
,wesnoth-1.14-tools,,FAIL,No,,,,,,,,,,"See prisonpc-wesnoth-addons.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py"
,wesnoth-1.14,,SKIP,,,,,,,,,,,"See prisonpc-wesnoth-addons.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py"
,wesnoth-1.14-aoi,,SKIP,,,,,,,,,,,"See prisonpc-wesnoth-addons.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py"
,wesnoth-1.14-did,,SKIP,,,,,,,,,,,"See prisonpc-wesnoth-addons.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py"
,wesnoth-1.14-dm,,SKIP,,,,,,,,,,,"See prisonpc-wesnoth-addons.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py"
,wesnoth-1.14-dw,,SKIP,,,,,,,,,,,"See prisonpc-wesnoth-addons.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py"
,wesnoth-1.14-ei,,SKIP,,,,,,,,,,,"See prisonpc-wesnoth-addons.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py"
,wesnoth-1.14-httt,,SKIP,,,,,,,,,,,"See prisonpc-wesnoth-addons.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py"
,wesnoth-1.14-l,,SKIP,,,,,,,,,,,"See prisonpc-wesnoth-addons.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py"
,wesnoth-1.14-low,,SKIP,,,,,,,,,,,"See prisonpc-wesnoth-addons.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py"
,wesnoth-1.14-music,,SKIP,,,,,,,,,,,"See prisonpc-wesnoth-addons.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py"
,wesnoth-1.14-nr,,SKIP,,,,,,,,,,,"See prisonpc-wesnoth-addons.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py"
,wesnoth-1.14-sof,,SKIP,,,,,,,,,,,"See prisonpc-wesnoth-addons.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py"
,wesnoth-1.14-sota,,SKIP,,,,,,,,,,,"See prisonpc-wesnoth-addons.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py"
,wesnoth-1.14-sotbe,,SKIP,,,,,,,,,,,"See prisonpc-wesnoth-addons.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py"
,wesnoth-1.14-thot,,SKIP,,,,,,,,,,,"See prisonpc-wesnoth-addons.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py"
,wesnoth-1.14-trow,,SKIP,,,,,,,,,,,"See prisonpc-wesnoth-addons.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py"
,wesnoth-1.14-tsg,,SKIP,,,,,,,,,,,"See prisonpc-wesnoth-addons.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py"
,wesnoth-1.14-ttb,,SKIP,,,,,,,,,,,"See prisonpc-wesnoth-addons.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py"
,wesnoth-1.14-utbs,,SKIP,,,,,,,,,,,"See prisonpc-wesnoth-addons.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py"
,wesnoth-core,,SKIP,,,,,,,,,,,"See prisonpc-wesnoth-addons.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py"
,wesnoth-music,,SKIP,,,,,,,,,,,"See prisonpc-wesnoth-addons.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py"
,openttd,,SKIP,,,,,,,,,,,"See prisonpc-openttd-extras.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py"
games PrisonPC,openttd-opengfx,,SKIP,,,,,,,,3,,160700,"See prisonpc-openttd-extras.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py"
games PrisonPC,openttd-openmsx,,SKIP,,,,,,,,1,,160701,"See prisonpc-openttd-extras.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py"
games PrisonPC,openttd-opensfx,,SKIP,,,,,,,,10,,160702,"See prisonpc-openttd-extras.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py"
education astronomy,xtide-data,,SKIP,,,,,,,,1,,185716,"See xtide.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py"
,tyrian-data,,SKIP,,,,,,,,,,,"See opentyrian.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py"
education astronomy games toys,xplanet-images,,SKIP,,,,,,,,1,,185553,"See xplanet. This line is here to make the 'todo' disappear in debian-11-install-footprint.py"
,pybik-bin,,SKIP,,,,,,,,,,,"See pybik-bin.  (Asking for 'pybik' does not install the actual app).  This line is here to make the 'todo' disappear in debian-11-install-footprint.py"
games PrisonPC,simutrans-makeobj,,FAIL,,,,,,,,1,,54708,"Not useful."
games PrisonPC,simutrans-pak128.britain,,SKIP,,,,,,,,30,,176675,"See simutrans.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py."
games PrisonPC,simutrans-pak64,,SKIP,,,,,,,,3,,176676,"See simutrans.  This line is here to make the 'todo' disappear in debian-11-install-footprint.py."
education electronics physics,xoscope,,FAIL,,,,,,,,,,18045,"Includes unaudited udev hardware rules (libcomedi0)"
education electronics,oregano,,FAIL,,,,,,,,,,14829,"Includes text editor (libgtksourceview-3.0-1)"
education graphics mathematics physics,jupyter-nbformat,,FAIL,,,,,,,,,,13019,"Includes IDE (jupyter-core)"
education graphics,blender,,FAIL,,,,,,,,,,5007,"Includes unaudited udev hardware rules (libgphoto2-6)"
education language primaryschool secondaryschool KDE,ktouch,,FAIL,,,,,,,,,,9488,"Includes banned KDE components (libkf5kcmutils5)"
education secondaryschool mathematics KDE,cantor,Graphics Calculator,FAIL,,,,,,,,,,10003,"Includes text editor (libkf5texteditor5)"
education secondaryschool mathematics KDE,rocs,,FAIL,,,,,,,,,,11220,"Includes text editor (libkf5texteditor5)"
education mathematics physics,jupyter-notebook,,FAIL,,,,,,,,,,6567,"Includes IDE (jupyter-core)"
education mathematics primaryschool secondaryschool KDE,kalgebra,,FAIL,,,,,,,,,,10032,"Includes browser engine w/o security support (libqt5webenginecore5).  Includes banned KDE components (plasma-framework)"
education mathematics primaryschool secondaryschool KDE,kig,Geometry trainer,FAIL,,,,,,,,,,10131,"EXTREMELY UNPOPULAR (minutes per site-year).  Includes text editor (libkf5texteditor5)"
education mathematics science nanoscale-physics robotics,octave,,FAIL,,,,,,,,,,5560,"Includes package management (tex-common).  FIXME: this is probably unreasonable"
education mathematics science economics,gretl,,FAIL,,,,,,,,,,24962,"Includes text editor (libgtksourceview-3.0-1)"
education mathematics science statistics,rkward,,FAIL,,,,,,,,,,16820,"Includes text editor (libkf5texteditor5).  Includes banned encryption (zip, libkf5wallet5).  Includes browser engine w/o security support (libkf5webkit5, libqt5webkit5)"
education mathematics,algobox,,FAIL,,,,,,,,,,24820,"Includes browser engine w/o security support (libqt5webenginecore5)"
education misc games programming,laby,,FAIL,,,,,,,,,,22499,"Includes text editor (libgtksourceview-3.0-1)"
education misc primaryschool secondaryschool,basket,,FAIL,,,,,,,,,,12936,"Includes banned KDE components (libkf5kcmutils5)"
education misc,vym,Mind Map,FAIL,,,,,,,,,,11776,"Includes banned encryption (zip)"
education music,denemo,,FAIL,,,,,,,,,,16856,"Includes text editor (libgtksourceview-3.0-1)"
education music,solfege,,FAIL,,,,,,,,,,15381,"Includes package management (python3-apt)"
education video,kdenlive,,FAIL,,,,,,,,,,4898,"Includes banned KDE components (kinit, libkf5bluezqt-data).  Includes unaudited udev hardware rules (libopenni2-0)"
education video,openshot-qt,,FAIL,,,,,,,,,,6238,"Includes browser engine w/o security support (libqt5webkit5)"
games KDE,knights,,FAIL,,,,,,,,,,13378,"Includes banned encryption (libkf5wallet5)"
education mathematics science typesetting,kile,,FAIL,,,,,,,,88,,7219,"Includes banned encryption (libkf5wallet5).  Includes terminal emulator (konsole-kpart).  Includes text editor (libkf5texteditor5).  Includes browser engine w/o security support (libkf5khtml5).   FIXME: debian-11-install-footprint.py wrongly thinks this is installable?  Includes package management (tex-common).  FIXME: this is probably unreasonable."
education science geography,qgis,,FAIL,,,,,,,,180,,6525,"Includes browser engine w/o security support (libqt5webkit5).   FIXME: debian-11-install-footprint.py wrongly thinks this is installable?"
games KDE,ksirk,,FAIL,,,,,,,,,,12354,"Includes banned encryption (libkf5wallet5)"
games PrisonPC,goverlay,,FAIL,,,,,,,,,,22081,"Includes version control (git)"
games PrisonPC,lutris,,FAIL,,,,,,,,,,6296,"Includes banned encryption (p7zip)"
games PrisonPC,rocksndiamonds,,FAIL,,,,,,,,,,34002,"Includes banned encryption (zip, p7zip)"
games PrisonPC,runescape,,FAIL,,,,,,,,,,32366,"Includes banned encryption (p7zip, p7zip-full)"
games emulator,wine,,FAIL,,,,,,,,,,2695,"Includes unaudited udev hardware rules (libgphoto2-6)"
games finest strategy,megaglest,,FAIL,,,,,,,,,,20654,"Includes banned encryption (p7zip, p7zip-full)"
